"Date","Open","High","Low","Close","Volume","ticker","name"
"1980-12-12 00:00:00-05:00","0.09838949888944626","0.09881725557944816","0.09838949888944626","0.09838949888944626","469033600","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-15 00:00:00-05:00","0.09368419287606412","0.09368419287606412","0.09325643628835678","0.09325643628835678","175884800","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-16 00:00:00-05:00","0.08683933865462579","0.08683933865462579","0.08641158789396286","0.08641158789396286","105728000","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-17 00:00:00-05:00","0.08855040371417999","0.0889781604307367","0.08855040371417999","0.08855040371417999","86441600","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-18 00:00:00-05:00","0.09111765027046204","0.09154540105178233","0.09111765027046204","0.09111765027046204","73449600","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-19 00:00:00-05:00","0.09667842835187912","0.09710618479764463","0.09667842835187912","0.09667842835187912","48630400","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-22 00:00:00-05:00","0.1013837605714798","0.10181228250150297","0.1013837605714798","0.1013837605714798","37363200","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-23 00:00:00-05:00","0.10566208511590958","0.10608984181744152","0.10566208511590958","0.10566208511590958","46950400","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-24 00:00:00-05:00","0.11122287064790726","0.11165062728283155","0.11122287064790726","0.11122287064790726","48003200","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-26 00:00:00-05:00","0.12148972600698471","0.12191748263950991","0.12148972600698471","0.12148972600698471","55574400","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-29 00:00:00-05:00","0.12320080399513243","0.12362856084598246","0.12320080399513243","0.12320080399513245","93161600","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-30 00:00:00-05:00","0.12063417563234383","0.12063417563234383","0.12020643055438995","0.12020643055438995","68880000","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-31 00:00:00-05:00","0.11721218017194716","0.11721218017194716","0.11678442358970642","0.11678442358970642","35750400","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-02 00:00:00-05:00","0.11806771159172058","0.11892322497124956","0.11806771159172058","0.11806771159172058","21660800","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-05 00:00:00-05:00","0.11592894046241993","0.11592894046241993","0.11550119519233704","0.11550119519233704","35728000","AAPL","Apple Inc. (AAPL) Historical Data"
